Cluster,Country,Sum,Mean,Std,Max,Min,Median
1,Afghanistan,4051,144.67857142857142,78.86559291625053,377,40,127.5
1,Albania,14111,503.9642857142857,170.368550858699,836,241,498.0
1,Algeria,19448,694.5714285714286,284.64252155882315,1103,287,711.5
1,Andorra,1979,70.67857142857143,41.19335938161461,184,0,64.5
1,Angola,4990,178.21428571428572,69.1896787115798,349,77,169.5
1,Antigua and Barbuda,15,0.5357142857142857,1.1700630833624395,5,0,0.0
3,Argentina,272330,9726.07142857143,2817.8129676461713,14308,4184,10214.5
1,Armenia,47899,1710.6785714285713,590.0791568727548,2476,485,1633.5
1,Australia,304,10.857142857142858,7.75893408923276,38,1,9.0
1,Austria,167066,5966.642857142857,1682.522229544101,9586,2835,5958.5
1,Azerbaijan,44795,1599.8214285714287,714.1980249084063,3196,596,1379.5
1,Bahamas,1021,36.464285714285715,24.881172627566233,92,0,38.0
1,Bahrain,5353,191.17857142857142,44.6252324998019,278,114,179.5
1,Bangladesh,49509,1768.1785714285713,315.3487256721815,2419,1289,1716.0
1,Barbados,27,0.9642857142857143,1.4267845968170128,6,0,0.5
1,Belarus,31775,1134.8214285714287,210.70324112387505,1588,902,1017.5
3,Belgium,226184,8078.0,6302.037054559189,23921,1123,5655.0
1,Belize,2104,75.14285714285714,47.3995735921704,201,0,63.5
1,Benin,359,12.821428571428571,24.438969444582305,86,0,0.0
1,Bhutan,44,1.5714285714285714,1.8940173144144135,6,0,1.0
1,Bolivia,3082,110.07142857142857,44.23081594731302,197,34,107.5
1,Bosnia and Herzegovina,38957,1391.3214285714287,394.51761952592466,1953,547,1456.5
1,Botswana,3709,132.46428571428572,297.10261129820395,1193,0,0.0
2,Brazil,677754,24205.5,11836.191346568903,48655,0,23974.5
1,Brunei,1,0.03571428571428571,0.1889822365046136,1,0,0.0
1,Bulgaria,84834,3029.785714285714,1139.8975053711288,4828,675,3280.0
1,Burkina Faso,295,10.535714285714286,8.896450157047216,32,0,10.0
1,Burma,34305,1225.1785714285713,239.0222449854482,1592,598,1211.0
1,Burundi,107,3.8214285714285716,4.6829364911232965,22,0,2.0
1,Cabo Verde,1879,67.10714285714286,28.34488560009618,134,18,64.5
1,Cambodia,18,0.6428571428571429,0.8261595987094034,3,0,0.0
1,Cameroon,2049,73.17857142857143,145.86220122441503,632,0,0.0
1,Canada,117758,4205.642857142857,1123.567407669304,6795,2336,4437.5
1,Central African Republic,48,1.7142857142857142,3.183954481076345,13,0,0.0
1,Chad,207,7.392857142857143,4.425007099507053,19,0,6.0
1,Chile,38482,1374.357142857143,287.62014742773016,1808,840,1508.5
1,China,1036,37.0,18.0226195325434,95,13,31.0
3,Colombia,229927,8211.67857142857,1584.8867713632822,11187,5177,8425.5
1,Comoros,79,2.8214285714285716,4.769141326770364,20,0,0.0
1,Congo (Brazzaville),379,13.535714285714286,34.82706710555173,136,0,0.0
1,Congo (Kinshasa),1104,39.42857142857143,34.50757144124296,121,0,32.5
1,Costa Rica,27835,994.1071428571429,589.7986686800162,2877,0,1105.5
1,Cote d'Ivoire,662,23.642857142857142,19.588761490190663,73,0,16.0
1,Croatia,68483,2445.8214285714284,680.2181051948859,3573,1165,2570.0
1,Cuba,1284,45.857142857142854,19.828364056674495,109,21,39.5
1,Cyprus,5311,189.67857142857142,54.89522246730994,314,107,192.0
3,Czechia,228268,8152.428571428572,4349.118986377813,15731,1513,7539.0
1,Denmark,30253,1080.4642857142858,175.90769510105915,1427,749,1062.5
1,Diamond Princess,0,0.0,0.0,0,0,0.0
1,Djibouti,127,4.535714285714286,4.947742791431133,19,0,3.0
1,Dominica,39,1.3928571428571428,2.558056057566134,8,0,0.0
1,Dominican Republic,13986,499.5,217.6881051208612,1026,134,477.5
1,Ecuador,23766,848.7857142857143,372.95212254964537,1716,301,901.0
1,Egypt,6674,238.35714285714286,64.6874046276423,363,153,222.5
1,El Salvador,4637,165.60714285714286,246.52268159275437,885,0,0.0
1,Equatorial Guinea,58,2.0714285714285716,4.099941927579439,17,0,0.0
1,Eritrea,97,3.4642857142857144,7.089283215384789,25,0,0.0
1,Estonia,5528,197.42857142857142,101.82789713492389,411,37,200.0
1,Eswatini,370,13.214285714285714,5.377298942344931,29,2,13.0
1,Ethiopia,12496,446.2857142857143,78.93591265627013,602,307,453.5
1,Fiji,2,0.07142857142857142,0.262265264156481,1,0,0.0
1,Finland,6966,248.78571428571428,110.95623332776628,469,0,232.5
2,France,986289,35224.607142857145,23437.854206452215,125414,57,34001.5
1,Gabon,213,7.607142857142857,9.787896099413299,32,0,0.0
1,Gambia,61,2.1785714285714284,4.388989349864899,20,0,0.5
1,Georgia,78387,2799.535714285714,777.9622709190627,4048,1673,2919.0
3,Germany,496564,17734.428571428572,7175.412453901022,31480,3213,17467.5
1,Ghana,3166,113.07142857142857,149.32413874755284,655,0,78.5
1,Greece,61510,2196.785714285714,661.3131917375741,3316,1151,2253.5
1,Grenada,13,0.4642857142857143,1.1379690439434391,5,0,0.0
1,Guatemala,13828,493.85714285714283,246.3357711931261,769,0,598.0
1,Guinea,1206,43.07142857142857,52.19686990149149,201,0,29.0
1,Guinea-Bissau,19,0.6785714285714286,2.0914919613373186,10,0,0.0
1,Guyana,1128,40.285714285714285,24.350613564187267,88,6,32.5
1,Haiti,198,7.071428571428571,9.5759288164863,43,0,3.0
1,Holy See,0,0.0,0.0,0,0,0.0
1,Honduras,11245,401.60714285714283,333.4272466910568,1324,0,332.0
1,Hungary,116389,4156.75,960.1712279781337,6495,2079,4228.5
1,Iceland,785,28.035714285714285,23.564697611999474,97,3,21.0
2,India,1231411,43978.96428571428,5304.519515938606,50356,29163,45403.5
1,Indonesia,109176,3899.1428571428573,754.5769339214854,5444,2618,3843.5
3,Iran,291965,10427.32142857143,2236.9805551162613,13421,6824,10401.0
1,Iraq,82059,2930.6785714285716,709.0129316885461,4510,1766,2879.0
1,Ireland,12644,451.57142857142856,166.5398247492569,863,230,406.0
1,Israel,19147,683.8214285714286,186.02649225340411,1080,292,679.0
2,Italy,889006,31750.214285714286,5338.57557196357,40902,21989,32402.5
1,Jamaica,1594,56.92857142857143,25.992774738844997,126,8,53.0
1,Japan,37051,1323.25,617.0060102354488,2586,488,1234.0
1,Jordan,133355,4762.678571428572,1201.941640709713,7933,2373,4791.5
1,Kazakhstan,15498,553.5,189.52386735262735,822,0,589.5
1,Kenya,27788,992.4285714285714,292.48899043179307,1494,413,990.0
1,"Korea, South",5310,189.64285714285714,96.14079732378399,386,75,144.0
1,Kosovo,16997,607.0357142857143,472.63347964850743,1858,0,695.0
1,Kuwait,18076,645.5714285714286,160.0623555741876,903,322,704.5
1,Kyrgyzstan,13715,489.82142857142856,272.93101198212577,1030,0,507.0
1,Laos,1,0.03571428571428571,0.1889822365046136,1,0,0.0
1,Latvia,8479,302.82142857142856,137.219222703545,642,89,298.5
1,Lebanon,45331,1618.9642857142858,349.0105041550784,2142,1016,1704.0
1,Lesotho,143,5.107142857142857,11.675676792864241,59,0,0.0
1,Liberia,135,4.821428571428571,5.944518616953065,23,0,2.0
1,Libya,21250,758.9285714285714,267.44718115731695,1078,0,838.5
1,Liechtenstein,754,26.928571428571427,12.82338307308775,49,3,25.0
1,Lithuania,37277,1331.3214285714287,530.5523364815501,2307,413,1166.0
1,Luxembourg,16712,596.8571428571429,544.1123736254075,1967,0,596.0
1,MS Zaandam,0,0.0,0.0,0,0,0.0
1,Madagascar,373,13.321428571428571,36.79477979422924,143,0,0.0
1,Malawi,115,4.107142857142857,5.519925426994166,28,0,2.5
1,Malaysia,28854,1030.5,287.23670713529276,1884,649,990.5
1,Maldives,1226,43.785714285714285,30.411203031798493,150,16,31.0
1,Mali,827,29.535714285714285,20.808620262974603,76,6,24.5
1,Malta,3426,122.35714285714286,32.72354943814451,218,75,113.5
1,Marshall Islands,4,0.14285714285714285,0.7052336473499384,3,-1,0.0
1,Mauritania,490,17.5,12.387269450708033,41,0,15.5
1,Mauritius,55,1.9642857142857142,3.939187196262164,15,0,0.0
1,Mexico,154032,5501.142857142857,1513.67861245343,9187,1757,5702.0
