Cluster,Country,Sum,Mean,Std,Max,Min,Median
3,Colombia,232782,8313.642857142857,1559.1918185342458,11187,5177,8685.5
1,Comoros,79,2.8214285714285716,4.769141326770366,20,0,0.0
1,Congo (Brazzaville),379,13.535714285714286,34.82706710555173,136,0,0.0
1,Congo (Kinshasa),1037,37.035714285714285,32.56387699055634,121,0,31.5
1,Costa Rica,26330,940.3571428571429,467.81249918266866,1422,0,1105.5
1,Cote d'Ivoire,697,24.892857142857142,19.583324890237964,73,0,16.5
1,Croatia,66451,2373.25,719.9895896881144,3573,828,2511.5
1,Cuba,1264,45.142857142857146,20.09922476064278,109,21,39.0
1,Cyprus,5012,179.0,55.34270335658365,314,91,183.0
3,Czechia,239953,8569.75,4094.696883142245,15731,1887,7796.5
1,Denmark,30234,1079.7857142857142,171.47710291871866,1427,749,1057.5
1,Diamond Princess,0,0.0,0.0,0,0,0.0
1,Djibouti,131,4.678571428571429,4.853815386839903,19,0,3.0
1,Dominica,34,1.2142857142857142,2.4699249179942897,8,0,0.0
1,Dominican Republic,13752,491.14285714285717,218.16281963940568,1026,134,477.5
1,Ecuador,25262,902.2142857142857,423.23370281177654,2021,350,936.0
1,Egypt,6279,224.25,59.482723915809736,363,143,217.0
1,El Salvador,4665,166.60714285714286,247.19438134656735,885,0,0.0
1,Equatorial Guinea,51,1.8214285714285714,4.000496000993908,17,0,0.0
1,Eritrea,90,3.2142857142857144,7.083403360998382,25,0,0.0
1,Estonia,5024,179.42857142857142,105.08565415409807,411,17,159.5
1,Eswatini,358,12.785714285714286,5.546818526614673,29,2,12.0
1,Ethiopia,12494,446.2142857142857,80.6287133593822,602,307,464.0
1,Fiji,2,0.07142857142857142,0.26226526415648105,1,0,0.0
1,Finland,6564,234.42857142857142,107.6377424414113,469,0,217.5
2,France,1093339,39047.82142857143,28730.308171573753,125414,57,34976.5
1,Gabon,212,7.571428571428571,9.746522918185182,32,0,0.0
1,Gambia,67,2.392857142857143,4.3829576156195555,20,0,1.0
1,Georgia,74181,2649.3214285714284,731.0184703331745,3824,1673,2880.0
3,Germany,500182,17863.64285714286,6908.940553473345,31480,3213,17467.5
1,Ghana,3027,108.10714285714286,150.41531129847078,655,0,78.5
1,Greece,60129,2147.464285714286,739.7091761928572,3316,714,2253.5
1,Grenada,13,0.4642857142857143,1.1379690439434391,5,0,0.0
1,Guatemala,13785,492.32142857142856,248.15482824855286,769,0,598.0
1,Guinea,1163,41.535714285714285,53.1214416797734,201,0,28.0
1,Guinea-Bissau,18,0.6428571428571429,2.0943360251505454,10,0,0.0
1,Guyana,1099,39.25,25.18468817592385,88,3,30.0
1,Haiti,199,7.107142857142857,9.58911143959951,43,0,3.0
1,Holy See,0,0.0,0.0,0,0,0.0
1,Honduras,11711,418.25,323.3542519006395,1324,0,400.5
1,Hungary,114200,4078.5714285714284,1025.9827602541013,6495,2079,4179.5
1,Iceland,875,31.25,23.960809050830704,97,3,23.5
2,India,1230995,43964.107142857145,5379.71172530225,50356,29163,45403.5
1,Indonesia,107328,3833.1428571428573,751.0693470120879,5444,2618,3778.5
3,Iran,278603,9950.107142857143,2400.702726429874,13421,5960,9343.0
1,Iraq,84402,3014.3571428571427,669.6823024713931,4510,1786,2920.5
1,Ireland,14035,501.25,209.2297381667657,1020,230,431.0
1,Israel,18984,678.0,174.441755110197,1014,292,679.0
2,Italy,876022,31286.5,6089.228148496691,40902,17007,32402.5
1,Jamaica,1570,56.07142857142857,26.315646059202642,126,8,50.0
1,Japan,34272,1224.0,631.9025358509134,2586,408,995.5
1,Jordan,127411,4550.392857142857,1376.1893802516647,7933,1968,4644.0
1,Kazakhstan,15064,538.0,189.60387556595364,822,140,587.5
1,Kenya,27614,986.2142857142857,303.6489636433708,1494,276,990.0
1,"Korea, South",4897,174.89285714285714,91.64720572641764,386,75,134.5
1,Kosovo,15831,565.3928571428571,491.29830564767377,1858,0,685.5
1,Kuwait,18807,671.6785714285714,133.0502699682505,903,426,713.0
1,Kyrgyzstan,14005,500.17857142857144,271.3998080693975,1030,0,518.5
1,Laos,1,0.03571428571428571,0.1889822365046136,1,0,0.0
1,Latvia,8277,295.60714285714283,139.46972040573147,642,79,281.0
1,Lebanon,45377,1620.607142857143,358.43004785641125,2142,796,1704.0
1,Lesotho,145,5.178571428571429,11.655720488490624,59,0,0.0
1,Liberia,158,5.642857142857143,6.783500056451169,23,0,2.5
1,Libya,22434,801.2142857142857,320.9789836367919,1639,0,857.5
1,Liechtenstein,769,27.464285714285715,11.663434926543479,49,4,25.5
1,Lithuania,35162,1255.7857142857142,520.3993734974207,2265,413,1071.0
1,Luxembourg,16911,603.9642857142857,555.4815383232726,1967,0,596.0
1,MS Zaandam,0,0.0,0.0,0,0,0.0
1,Madagascar,342,12.214285714285714,36.70942672641471,143,0,0.0
1,Malawi,116,4.142857142857143,5.4549623057005405,28,0,3.0
1,Malaysia,27937,997.75,239.73714386416668,1755,649,965.0
1,Maldives,1157,41.32142857142857,23.748767720746446,110,16,31.0
1,Mali,734,26.214285714285715,19.089180846668757,76,6,21.5
1,Malta,3449,123.17857142857143,32.4813947559369,218,75,119.0
1,Marshall Islands,4,0.14285714285714285,0.7052336473499384,3,-1,0.0
1,Mauritania,433,15.464285714285714,11.622080335411184,41,0,15.0
1,Mauritius,59,2.107142857142857,3.9378437953547314,15,0,0.0
1,Mexico,139169,4970.321428571428,1590.7642014795892,7646,0,5562.5
1,Moldova,25600,914.2857142857143,385.2142123779826,1607,195,925.0
1,Monaco,285,10.178571428571429,7.149481055648678,29,3,8.0
1,Mongolia,270,9.642857142857142,14.111236094934565,50,0,3.0
1,Montenegro,14024,500.85714285714283,196.19769211571878,874,112,546.0
1,Morocco,126501,4517.892857142857,1111.6967125470103,6195,2264,4649.0
1,Mozambique,3086,110.21428571428571,43.79697025108703,252,52,103.5
1,Namibia,1232,44.0,22.095751225568737,99,11,45.5
1,Nepal,63406,2264.5,771.1712352480959,3517,502,2436.0
3,Netherlands,199591,7128.25,2077.158718681024,11172,4368,6443.0
1,New Zealand,93,3.3214285714285716,2.126613921821912,9,0,3.0
1,Nicaragua,291,10.392857142857142,26.034648260595148,80,0,0.0
1,Niger,136,4.857142857142857,4.9119226507533815,19,0,3.5
1,Nigeria,4298,153.5,54.83679489242669,300,59,152.0
1,North Macedonia,27237,972.75,290.29520415527975,1402,245,983.0
1,Norway,14603,521.5357142857143,300.63395758800505,1680,0,540.0
1,Oman,9523,340.10714285714283,362.6248279875716,1300,0,319.5
1,Pakistan,46278,1652.7857142857142,663.0200464620827,2843,707,1569.5
1,Panama,25062,895.0714285714286,251.29810076826175,1344,432,828.5
1,Papua New Guinea,21,0.75,1.6471074533748435,7,0,0.0
1,Paraguay,16814,600.5,127.00379113618204,856,359,557.0
1,Peru,64965,2320.1785714285716,1892.168402449294,9284,0,2286.0
1,Philippines,49033,1751.1785714285713,370.34858990190327,2434,976,1745.5
3,Poland,601529,21483.178571428572,4381.614788193549,27875,10241,21875.5
1,Portugal,139861,4995.035714285715,1656.9408108104221,8371,2447,4795.5
1,Qatar,6097,217.75,24.930458836085986,262,164,217.0
3,Romania,207015,7393.392857142857,2411.9933563461987,10269,2844,7518.5
3,Russia,560303,20010.821428571428,2407.8864414833556,24538,15886,20178.5
1,Rwanda,560,20.0,16.190989721080925,61,2,15.0
1,Saint Kitts and Nevis,0,0.0,0.0,0,0,0.0
1,Saint Lucia,152,5.428571428571429,4.947341758580104,20,0,4.5
1,Saint Vincent and the Grenadines,11,0.39285714285714285,0.9940297973880049,5,0,0.0
1,San Marino,576,20.571428571428573,29.765041104585627,76,0,0.0
1,Sao Tome and Principe,39,1.3928571428571428,1.9117431586805547,7,0,1.0
1,Saudi Arabia,10482,374.35714285714283,62.18980164441296,473,221,386.5
1,Senegal,322,11.5,4.811252243246882,24,3,11.0
1,Serbia,77253,2759.035714285714,1699.4741121701466,6254,341,2347.0
1,Seychelles,10,0.35714285714285715,0.9893613995077727,4,0,0.0
1,Sierra Leone,60,2.142857142857143,2.3367322183591046,8,0,1.5
1,Singapore,183,6.535714285714286,3.6765739170042218,18,1,6.5
1,Slovakia,54456,1944.857142857143,762.4712120508875,3363,509,1872.0
1,Slovenia,43010,1536.0714285714287,552.4769764649106,2612,464,1588.0
1,Solomon Islands,12,0.42857142857142855,1.2889436222642405,5,0,0.0
1,Somalia,485,17.321428571428573,57.162571004194035,288,0,0.0
1,South Africa,51163,1827.25,567.9961283775198,3105,772,1806.0
1,South Sudan,169,6.035714285714286,8.92139394048205,31,0,0.0
2,Spain,510598,18235.64285714286,16801.98373476419,55019,0,18543.5
1,Sri Lanka,12250,437.5,107.19608201795438,704,239,419.5
1,Sudan,2097,74.89285714285714,103.68161352972369,319,0,25.0
1,Suriname,129,4.607142857142857,2.454614486051175,10,0,5.0
3,Sweden,97701,3489.3214285714284,4334.194829352168,15779,0,3193.0
3,Switzerland,186948,6676.714285714285,5833.979728358633,21926,0,6120.0
1,Syria,1795,64.10714285714286,11.951566721143596,88,45,66.5
1,Taiwan*,61,2.1785714285714284,1.9446711885935968,8,0,2.0
1,Tajikistan,1118,39.92857142857143,1.8038758976072207,43,37,40.0
1,Tanzania,0,0.0,0.0,0,0,0.0
1,Thailand,177,6.321428571428571,3.580332815365503,13,0,5.5
1,Timor-Leste,1,0.03571428571428571,0.1889822365046136,1,0,0.0
1,Togo,642,22.928571428571427,11.300372237161602,58,4,23.5
1,Trinidad and Tobago,821,29.321428571428573,21.371586487547177,97,0,26.0
1,Tunisia,38672,1381.142857142857,1027.8720094082082,3751,0,1363.0
1,Turkey,81021,2893.6071428571427,930.3921251890283,5532,2017,2499.5
4,US,3523818,125850.64285714286,39828.079914119655,195542,61760,125437.5
1,Uganda,6370,227.5,88.00105218226192,434,64,229.5
3,Ukraine,282533,10090.464285714286,2421.2994901291077,14864,5625,9991.5
1,United Arab Emirates,34021,1215.0357142857142,93.85034664900051,1400,1008,1212.0
3,United Kingdom,640092,22860.428571428572,3089.906979644718,33517,18967,22930.0
1,Uruguay,1757,62.75,24.15171951550356,104,16,64.5
1,Uzbekistan,6508,232.42857142857142,90.75176911710093,384,0,231.5
1,Vanuatu,1,0.03571428571428571,0.1889822365046136,1,0,0.0
1,Venezuela,10293,367.60714285714283,70.96600087664007,492,185,382.0
1,Vietnam,146,5.214285714285714,5.977470930933812,26,0,3.0
1,West Bank and Gaza,20265,723.75,294.9685011432012,1486,420,638.0
1,Western Sahara,0,0.0,0.0,0,0,0.0
1,Yemen,33,1.1785714285714286,1.6567163289800084,6,0,0.0
1,Zambia,1277,45.607142857142854,27.793336912281276,118,0,41.0
1,Zimbabwe,903,32.25,20.879947850083873,74,5,28.0
